,index,call_stack,all_func_names,num_calls,severity,exclusive_runtimes,TotalRuntimeSum(AllFunc),severity_trunc,sev_bin_upper_bound
11,14984,445065,"Grid::ConjugateGradientReliableUpdate<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >, 0, 0>::operator()(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/algorithms/iterative/ConjugateGradientReliableUpdate.h} {75}]",35,0.0418649429642512,199989,,0.04,0.1
12,8487,b1722a,"Grid::ConjugateGradientReliableUpdate<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >, 0, 0>::operator()(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/algorithms/iterative/ConjugateGradientReliableUpdate.h} {75}]",4,0.0418613842483698,199972,,0.04,0.1
13,6383,e1e25f,"Grid::ConjugateGradientReliableUpdate<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >, 0, 0>::operator()(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/algorithms/iterative/ConjugateGradientReliableUpdate.h} {75}]",16,0.0364988180876549,174355,,0.03,0.1
14,17640,375227,"void Grid::BinaryIO::IOobject<double, Grid::iVector<Grid::iScalar<Grid::iMatrix<thrust::complex<double>, 3> >, 4> >(double, Grid::GridBase*, std::vector<Grid::iVector<Grid::iScalar<Grid::iMatrix<thrust::complex<double>, 3> >, 4>, std::allocator<Grid::iVector<Grid::iScalar<Grid::iMatrix<thrust::complex<double>, 3> >, 4> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, unsigned int&, unsigned int&, unsigned int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/parallelIO/BinaryIO.h} {263}]",1,0.0292842543150476,139891,,0.02,0.1
15,17447,9c4a98,"Eigen::internal::partial_lu_impl<std::complex<double>, 0, int>::unblocked_lu(Eigen::Block<Eigen::Map<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, 0, Eigen::Stride<0, 0> >, -1, -1, false>&, int*, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/Eigen/src/LU/PartialPivLU.h} {365}]",6,0.0250860162562141,119836,,0.02,0.1
16,9495,cd6979,"Grid::ConjugateGradientReliableUpdate<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >, 0, 0>::operator()(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/algorithms/iterative/ConjugateGradientReliableUpdate.h} {75}]",20,0.0243568981729971,116353,,0.02,0.1
17,17446,15bb95,"Eigen::internal::redux_impl<Eigen::internal::scalar_max_op<double, double>, Eigen::internal::redux_evaluator<Eigen::PartialReduxExpr<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const> const, Eigen::internal::member_sum<double>, 0> >, 0, 0>::run(Eigen::internal::redux_evaluator<Eigen::PartialReduxExpr<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const> const, Eigen::internal::member_sum<double>, 0> > const&, Eigen::internal::scalar_max_op<double, double> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/Eigen/src/Core/Redux.h} {190}]",6,0.0235352534768654,112428,,0.02,0.1
18,17420,9dca2d,"Eigen::internal::partial_lu_impl<std::complex<double>, 0, int>::unblocked_lu(Eigen::Block<Eigen::Map<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, 0, Eigen::Stride<0, 0> >, -1, -1, false>&, int*, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/Eigen/src/LU/PartialPivLU.h} {365}]",10,0.023160750964412,110639,,0.02,0.1
19,17419,041af3,"Eigen::internal::partial_lu_impl<std::complex<double>, 0, int>::blocked_lu(long, long, std::complex<double>*, long, int*, int&, long) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/Eigen/src/LU/PartialPivLU.h} {426}]",1,0.0231576109209872,110624,,0.02,0.1
20,3487,2cd5fe,"Grid::ConjugateGradientReliableUpdate<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >, 0, 0>::operator()(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/algorithms/iterative/ConjugateGradientReliableUpdate.h} {75}]",3,0.0149106008703363,71228,,0.01,0.1
21,17476,1da41b,"Eigen::internal::redux_impl<Eigen::internal::scalar_max_op<double, double>, Eigen::internal::redux_evaluator<Eigen::PartialReduxExpr<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const> const, Eigen::internal::member_sum<double>, 0> >, 0, 0>::run(Eigen::internal::redux_evaluator<Eigen::PartialReduxExpr<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const> const, Eigen::internal::member_sum<double>, 0> > const&, Eigen::internal::scalar_max_op<double, double> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/Eigen/src/Core/Redux.h} {190}]",3,0.0143952150762276,68766,,0.01,0.1
22,17473,4e3518,"Eigen::internal::redux_impl<Eigen::internal::scalar_sum_op<double, double>, Eigen::internal::redux_evaluator<Eigen::Block<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const> const, -1, 1, true> >, 0, 0>::run(Eigen::internal::redux_evaluator<Eigen::Block<Eigen::CwiseUnaryOp<Eigen::internal::scalar_abs_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> const> const, -1, 1, true> > const&, Eigen::internal::scalar_sum_op<double, double> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/Eigen/src/Core/Redux.h} {190}]",7,0.0143943777313144,68762,,0.01,0.1
23,17482,cef69b,"Grid::WilsonKernels<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::DhopKernel(int, Grid::WilsonStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 2> >*, int, int, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >&, int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/WilsonKernelsImplementation.h} {443}]",6,0.0116416063289877,55612,,0.01,0.1
24,2923,9392ad,"Grid::CayleyFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::M5D(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >&, std::vector<double, Grid::uvmAllocator<double> >&, std::vector<double, Grid::uvmAllocator<double> >&, std::vector<double, Grid::uvmAllocator<double> >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/CayleyFermion5Dcache.h} {43}]",233,0.011613764610622,55479,,0.01,0.1
25,7803,b1edb1,hipMemcpy,1,0.0078584820109005,37540,,0.0,0.1
26,17372,f29c8f,hipMemcpy,11,0.0077967278235479,37245,,0.0,0.1
27,16182,04b146,hipMemcpy,8,0.0077649087168442,37093,,0.0,0.1
28,6541,651b19,hipMemcpy,2,0.0077515111982321,37029,,0.0,0.1
29,16690,947399,hipMemcpy,6,0.0077341362912821,36946,,0.0,0.1
30,6393,0dc63b,hipMemcpy,12,0.0075947183632251,36280,,0.0,0.1
31,4984,04b884,hipMemcpy,9,0.0072970422465629,34858,,0.0,0.1
32,17502,f41f2f,"void Grid::precisionChange<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",10,0.0071632763966703,34219,,0.0,0.1
33,15109,eebd58,"void Grid::precisionChange<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",67,0.0069780138346126,33334,,0.0,0.1
34,1834,9d7f6d,hipMemcpy,1,0.0068789977986202,32861,,0.0,0.1
35,17188,16c97f,"void Grid::precisionChange<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",53,0.0068712523581726,32824,,0.0,0.1
36,4143,bd222a,hipMemcpy,7,0.0068310598023363,32632,,0.0,0.1
37,17592,ac4b83,"void Grid::precisionChange<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",10,0.0064965405094908,31034,,0.0,0.1
38,5378,5463ec,"void Grid::precisionChange<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",87,0.0062685733568571,29945,,0.0,0.1
39,3426,eaf557,"void Grid::precisionChange<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > >(Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > >&, Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",52,0.0060169512104239,28743,,0.0,0.1
40,1161,66e151,hipMemcpy,23,0.0058166164399276,27786,,0.0,0.1
41,1447,388978,hipMemcpy,4,0.0052926478604581,25283,,0.0,0.1
42,13769,6aa50b,"void Grid::precisionChange<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8>, Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> >(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",11,0.0052882517996635,25262,,0.0,0.1
43,11785,fa1ba0,"void Grid::precisionChange<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8>, Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> >(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",22,0.005179815633397,24744,,0.0,0.1
44,7386,9bd774,"void Grid::precisionChange<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8>, Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> >(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_transfer.h} {1085}]",4,0.004904329156936,23428,,0.0,0.1
