call_stack,all_func_names,num_calls,severity,exclusive_runtimes,TotalRuntimeSum(AllFunc),severity_trunc,sev_bin_upper_bound
fb1bc4,"pugi::impl::(anonymous namespace)::strconv_pcdata_impl<pugi::impl::(anonymous namespace)::opt_false, pugi::impl::(anonymous namespace)::opt_true, pugi::impl::(anonymous namespace)::opt_true>::parse(char*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {2668}]",1,1.2663100737498987e-06,3,,0.0,0.1
f10c4d,"pugi::impl::(anonymous namespace)::xml_allocator::allocate_memory_oob(unsigned long, pugi::impl::(anonymous namespace)::xml_memory_page*&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {716}]",1,6.331550368749493e-07,2,,0.0,0.1
724bda,Grid::Colours::Active(bool) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/log/Log.h} {56}],1,1.2663100737498987e-06,3,,0.0,0.1
adba26,"Grid::GridLogConfigure(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/log/Log.cc} {76}]",1,4.432085258124645e-06,8,,0.0,0.1
225283,"void Grid::XmlReader::readDefault<unsigned int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/serialisation/XmlIO.h} {180}]",1,7.597860442499392e-06,13,,0.0,0.1
b4f19f,"void EvolParameters::read<Grid::XmlReader>(Grid::Reader<Grid::XmlReader>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, EvolParameters&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/HMC/Mobius2p1fIwasakiXconj3dirs_16I.cc} {106}]",1,2.152727125374828e-05,35,,0.0,0.1
c2eb5d,"Grid::GlobalSharedMemory::GetShmDims(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {175}]",1,2.5326201474997973e-06,5,,0.0,0.1
b65981,hipMemset,1,0.00700142839776319,11059,,0.0,0.1
797ed4,Grid::GlobalSharedMemory::Init(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {46}],1,0.0005489454169705811,868,,0.0,0.1
eab92e,"pugi::impl::(anonymous namespace)::guess_buffer_encoding(unsigned char const*, unsigned long) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {1981}]",1,6.9647054056244424e-06,12,,0.0,0.1
1ffd9d,"Grid::Grid_init(int*, char***) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/util/Init.cc} {289}]",1,1.0,1579393,,1.0,1.0
4dab62,"pugi::impl::(anonymous namespace)::parse_declaration_encoding(unsigned char const*, unsigned long, unsigned char const*&, unsigned long&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {1927}]",1,1.2663100737498987e-06,3,,0.0,0.1
4ebf34,"pugi::impl::(anonymous namespace)::xml_parser::parse_tree(char*, pugi::xml_node_struct*, unsigned int, char) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {3251}]",1,3.798930221249696e-05,61,,0.0,0.1
3fee15,"Grid::GridParseLayout(char**, int, Grid::AcceleratorVector<int, 8>&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/util/Init.cc} {178}]",1,0.013358304967987681,21099,,0.01,0.1
50c92a,"void EOFAparameters::read<Grid::XmlReader>(Grid::Reader<Grid::XmlReader>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, EOFAparameters&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/HMC/Mobius2p1fIwasakiXconj3dirs_16I.cc} {70}]",1,6.9647054056244424e-06,12,,0.0,0.1
53bf41,Grid::GridSerialRNG::GridSerialRNG() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_rng.h} {243}],1,3.798930221249696e-06,7,,0.0,0.1
628b34,"Grid::GlobalSharedMemory::OptimalCommunicatorSharedMemory(Grid::AcceleratorVector<int, 8> const&, int&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {345}]",2,1.076363562687414e-05,18,,0.0,0.1
628b34,"Grid::GlobalSharedMemory::OptimalCommunicatorSharedMemory(Grid::AcceleratorVector<int, 8> const&, int&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {345}]",2,4.432085258124645e-06,8,,0.0,0.1
d1e02a,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,4.3687697544371504e-05,70,,0.0,0.1
70e414,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,1.7095185995623632e-05,28,,0.0,0.1
70e414,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,1.8361496069373533e-05,30,,0.0,0.1
bf555e,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,1.8361496069373533e-05,30,,0.0,0.1
4ef91d,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],1,1.013048058999919e-05,17,,0.0,0.1
2176b4,"Grid::GridRedBlackCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_red_black.h} {153}]",1,0.0007534544938811897,1191,,0.0,0.1
4df91a,"Grid::SpaceTimeGrid::makeFiveDimGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {49}]",1,2.5326201474997973e-06,5,,0.0,0.1
fcccfb,MPI_Finalized(),1,1.899465110624848e-06,4,,0.0,0.1
46c465,"Grid::SpaceTimeGrid::makeFiveDimRedBlackGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {66}]",2,1.2029945700624037e-05,20,,0.0,0.1
46c465,"Grid::SpaceTimeGrid::makeFiveDimRedBlackGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {66}]",2,5.698395331874544e-06,10,,0.0,0.1
e8d26c,"Grid::alignedAllocator<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> >::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",1,5.698395331874544e-06,10,,0.0,0.1
541d2a,"Grid::alignedAllocator<Grid::StencilEntry>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",5,1.5828875921873734e-05,26,,0.0,0.1
b16b31,"Grid::uvmAllocator<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >*>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {98}]",4,1.899465110624848e-05,31,,0.0,0.1
d395d0,"Grid::alignedAllocator<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> >::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",3,1.772834103249858e-05,29,,0.0,0.1
64f6c9,"Grid::uvmAllocator<int>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {98}]",1,5.065240294999595e-06,9,,0.0,0.1
724feb,"Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >& Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >::operator=<Grid::BinaryMul, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >, double>(Grid::LatticeBinaryExpression<Grid::BinaryMul, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >, double> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_base.h} {142}]",1,2.722566658562282e-05,44,,0.0,0.1
fcea38,"Grid::TwoFlavourEvenOddRatioPseudoFermionAction<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::TwoFlavourEvenOddRatioPseudoFermionAction(Grid::FermionOperator<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >&, Grid::FermionOperator<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >&, Grid::OperatorFunction<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > >&, Grid::OperatorFunction<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > >&, Grid::OperatorFunction<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/pseudofermion/TwoFlavourEvenOddRatio.h} {60}]",3,2.026096117999838e-05,33,,0.0,0.1
f63107,"Grid::WilsonFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::WilsonFermion5D(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> >&, Grid::GridCartesian&, Grid::GridRedBlackCartesian&, Grid::GridCartesian&, Grid::GridRedBlackCartesian&, double, Grid::XconjWilsonImplParams const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/WilsonFermion5DImplementation.h} {43}]",7,0.0002811208363724775,445,,0.0,0.1
f63107,"Grid::WilsonFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::WilsonFermion5D(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> >&, Grid::GridCartesian&, Grid::GridRedBlackCartesian&, Grid::GridCartesian&, Grid::GridRedBlackCartesian&, double, Grid::XconjWilsonImplParams const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/WilsonFermion5DImplementation.h} {43}]",7,0.00028808554177810197,456,,0.0,0.1
12680b,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::BuildSurfaceList(int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {607}]",10,0.00033557216954372316,531,,0.0,0.1
12680b,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::BuildSurfaceList(int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {607}]",10,0.0003298737742118486,522,,0.0,0.1
12680b,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::BuildSurfaceList(int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {607}]",10,0.00017095185995623632,271,,0.0,0.1
fea8ff,"Grid::WilsonFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::ImportGauge(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/WilsonFermion5DImplementation.h} {146}]",4,0.00011333475160061593,180,,0.0,0.1
fea8ff,"Grid::WilsonFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::ImportGauge(Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/WilsonFermion5DImplementation.h} {146}]",4,5.065240294999595e-05,81,,0.0,0.1
df9dae,"Grid::alignedAllocator<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> >::deallocate(Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4>*, unsigned long) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {61}]",4,3.165775184374747e-06,6,,0.0,0.1
f79a7e,"OpenMP_Parallel_Region void Grid::pickCheckerboard<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >(int, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> > const&) [{/autofs/nccs-svm1_home1/ckelly/bld/Grid_crusher_Xconj_PrgEnv-amd_TAUinst_select/HMC/Mobius2p1fIwasakiXconj3dirs_16I} {0, 0}]",7,0.001838049072047978,2904,,0.0,0.1
1660f5,"Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal>::DoubleStore(Grid::GridBase*, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/XconjImpl.h} {159}]",8,0.00020071014668935895,318,,0.0,0.1
1660f5,"Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal>::DoubleStore(Grid::GridBase*, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 8> >&, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/XconjImpl.h} {159}]",8,0.00012346523219061513,196,,0.0,0.1
e89513,"Grid::Lattice<Grid::iScalar<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> > > >& Grid::Lattice<Grid::iScalar<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> > > >::operator=<Grid::TrinaryWhere, Grid::Lattice<Grid::iScalar<Grid::Grid_simd<unsigned int, Grid::GpuVector<16, unsigned int> > > >, Grid::LatticeUnaryExpression<Grid::UnarySub, Grid::Lattice<Grid::iScalar<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> > > > >, Grid::Lattice<Grid::iScalar<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> > > > >(Grid::LatticeTrinaryExpression<Grid::TrinaryWhere, Grid::Lattice<Grid::iScalar<Grid::Grid_simd<unsigned int, Grid::GpuVector<16, unsigned int> > > >, Grid::LatticeUnaryExpression<Grid::UnarySub, Grid::Lattice<Grid::iScalar<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> > > > >, Grid::Lattice<Grid::iScalar<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> > > > > const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_base.h} {166}]",1,1.3296255774373936e-05,22,,0.0,0.1
