call_stack,all_func_names,num_calls,severity,exclusive_runtimes,TotalRuntimeSum(AllFunc),severity_trunc,sev_bin_upper_bound
dc58a6,"pugi::impl::(anonymous namespace)::load_file_impl(pugi::impl::(anonymous namespace)::xml_document_struct*, _IO_FILE*, unsigned int, pugi::xml_encoding, char**) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {4785}]",1,0.0015212844134289848,2804,,0.0,0.1
a8d685,"Grid::GlobalSharedMemory::SharedMemoryAllocate(unsigned long, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {497}]",1,2.4965780598549164e-05,47,,0.0,0.1
f53965,"pugi::impl::(anonymous namespace)::load_buffer_impl(pugi::impl::(anonymous namespace)::xml_document_struct*, pugi::xml_node_struct*, void*, unsigned long, unsigned int, pugi::xml_encoding, bool, bool, char**) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {4688}]",1,4.3418748867042025e-06,9,,0.0,0.1
d82947,"pugi::impl::(anonymous namespace)::xml_parser::parse(char*, unsigned long, pugi::impl::(anonymous namespace)::xml_document_struct*, pugi::xml_node_struct*, unsigned int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {3514}]",1,3.799140525866177e-06,8,,0.0,0.1
fb1bc4,"pugi::impl::(anonymous namespace)::strconv_pcdata_impl<pugi::impl::(anonymous namespace)::opt_false, pugi::impl::(anonymous namespace)::opt_true, pugi::impl::(anonymous namespace)::opt_true>::parse(char*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {2668}]",1,1.0854687216760506e-06,3,,0.0,0.1
59416d,"pugi::impl::(anonymous namespace)::convert_buffer(char*&, unsigned long&, pugi::xml_encoding, void const*, unsigned long, bool) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {2254}]",1,1.6282030825140758e-06,4,,0.0,0.1
ddbcd1,"void Grid::OneFlavourRationalParams::read<Grid::XmlReader>(Grid::Reader<Grid::XmlReader>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Grid::OneFlavourRationalParams&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/ActionParams.h} {80}]",1,3.799140525866177e-06,8,,0.0,0.1
a14f03,MPI Collective Sync,1,4.3418748867042025e-06,9,,0.0,0.1
724bda,Grid::Colours::Active(bool) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/log/Log.h} {56}],2,1.0854687216760506e-06,3,,0.0,0.1
724bda,Grid::Colours::Active(bool) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/log/Log.h} {56}],2,5.427343608380253e-07,2,,0.0,0.1
2b6037,"pugi::impl::(anonymous namespace)::xml_parser::parse_question(char*, pugi::xml_node_struct*&, unsigned int, char) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {3157}]",1,1.0854687216760506e-06,3,,0.0,0.1
adba26,"Grid::GridLogConfigure(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/log/Log.cc} {76}]",2,3.799140525866177e-06,8,,0.0,0.1
adba26,"Grid::GridLogConfigure(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/log/Log.cc} {76}]",2,5.427343608380253e-07,2,,0.0,0.1
225283,"void Grid::XmlReader::readDefault<unsigned int>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/serialisation/XmlIO.h} {180}]",1,5.970077969218278e-06,12,,0.0,0.1
b4f19f,"void EvolParameters::read<Grid::XmlReader>(Grid::Reader<Grid::XmlReader>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, EvolParameters&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/HMC/Mobius2p1fIwasakiXconj3dirs_16I.cc} {106}]",1,1.953843699016891e-05,37,,0.0,0.1
c2eb5d,"Grid::GlobalSharedMemory::GetShmDims(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {175}]",1,2.7136718041901265e-06,6,,0.0,0.1
b65981,hipMemset,1,0.00578283461472916,10656,,0.0,0.1
797ed4,Grid::GlobalSharedMemory::Init(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {46}],1,0.0004710934252074059,869,,0.0,0.1
eab92e,"pugi::impl::(anonymous namespace)::guess_buffer_encoding(unsigned char const*, unsigned long) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {1981}]",1,1.031195285592248e-05,20,,0.0,0.1
1ffd9d,"Grid::Grid_init(int*, char***) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/util/Init.cc} {289}]",1,0.6725200567483047,1239134,,0.67,0.7
4ebf34,"pugi::impl::(anonymous namespace)::xml_parser::parse_tree(char*, pugi::xml_node_struct*, unsigned int, char) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {3251}]",1,3.1478592928605464e-05,59,,0.0,0.1
3fee15,"Grid::GridParseLayout(char**, int, Grid::AcceleratorVector<int, 8>&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/util/Init.cc} {178}]",1,0.0025617061831554795,4721,,0.0,0.1
19cdc2,pugi::xml_document::_destroy() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {6932}],1,1.0854687216760506e-06,3,,0.0,0.1
89e7ba,pugi::xml_document::_destroy() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {6932}],1,5.427343608380253e-07,2,,0.0,0.1
50c92a,"void EOFAparameters::read<Grid::XmlReader>(Grid::Reader<Grid::XmlReader>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, EOFAparameters&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/HMC/Mobius2p1fIwasakiXconj3dirs_16I.cc} {70}]",1,5.427343608380253e-06,11,,0.0,0.1
53bf41,Grid::GridSerialRNG::GridSerialRNG() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_rng.h} {243}],1,3.2564061650281517e-06,7,,0.0,0.1
628b34,"Grid::GlobalSharedMemory::OptimalCommunicatorSharedMemory(Grid::AcceleratorVector<int, 8> const&, int&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {345}]",1,8.683749773408405e-06,17,,0.0,0.1
d1e02a,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,4.2876014506204e-05,80,,0.0,0.1
b53f5c,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,8.683749773408405e-06,17,,0.0,0.1
211647,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,1.031195285592248e-05,20,,0.0,0.1
70e414,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,1.5196562103464707e-05,29,,0.0,0.1
bf555e,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,1.031195285592248e-05,20,,0.0,0.1
b53f5c,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,1.139742157759853e-05,22,,0.0,0.1
e292dc,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],1,9.22648413424643e-06,18,,0.0,0.1
8370f4,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],1,5.427343608380253e-06,11,,0.0,0.1
4ef91d,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],1,8.141015412570379e-06,16,,0.0,0.1
eaee52,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],1,4.3418748867042025e-06,9,,0.0,0.1
dbce79,"Grid::GridCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_full.h} {93}]",1,2.7136718041901265e-06,6,,0.0,0.1
87e061,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",1,7.055546690894329e-06,14,,0.0,0.1
a60b9f,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",1,4.884609247542227e-06,10,,0.0,0.1
2176b4,"Grid::GridRedBlackCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_red_black.h} {153}]",2,0.0006561658422531726,1210,,0.0,0.1
2176b4,"Grid::GridRedBlackCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_red_black.h} {153}]",2,0.0003506063971013643,647,,0.0,0.1
f333ab,"Grid::SpaceTimeGrid::makeFiveDimGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {49}]",1,2.1709374433521012e-06,5,,0.0,0.1
fcccfb,MPI_Finalized(),1,1.6282030825140758e-06,4,,0.0,0.1
46c465,"Grid::SpaceTimeGrid::makeFiveDimRedBlackGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {66}]",2,9.22648413424643e-06,18,,0.0,0.1
46c465,"Grid::SpaceTimeGrid::makeFiveDimRedBlackGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {66}]",2,3.799140525866177e-06,8,,0.0,0.1
541d2a,"Grid::alignedAllocator<Grid::StencilEntry>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",7,9.769218495084455e-06,19,,0.0,0.1
b16b31,"Grid::uvmAllocator<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >*>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {98}]",2,1.736749954681681e-05,33,,0.0,0.1
2069c8,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CartesianStencil(Grid::GridBase*, int, int, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&, Grid::XconjWilsonImplParams) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {671}]",11,0.001716668783330674,3164,,0.0,0.1
2069c8,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CartesianStencil(Grid::GridBase*, int, int, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&, Grid::XconjWilsonImplParams) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {671}]",11,0.0006767897479650175,1248,,0.0,0.1
2069c8,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CartesianStencil(Grid::GridBase*, int, int, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&, Grid::XconjWilsonImplParams) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {671}]",11,0.0006865589664601019,1266,,0.0,0.1
d395d0,"Grid::alignedAllocator<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 8> >::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",4,1.3568359020950631e-05,26,,0.0,0.1
319149,"Grid::uvmAllocator<int>::deallocate(int*, unsigned long) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {107}]",1,5.427343608380253e-06,11,,0.0,0.1
5253f9,hipLaunchKernel,1,0.22399406899890476,412715,,0.22,0.3
8ceacb,hipLaunchKernel,1,0.21299827084832637,392455,,0.21,0.3
724feb,"Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >& Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >::operator=<Grid::BinaryMul, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >, double>(Grid::LatticeBinaryExpression<Grid::BinaryMul, Grid::Lattice<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3> >, 4> >, double> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_base.h} {142}]",1,2.388031187687311e-05,45,,0.0,0.1
fcea38,"Grid::TwoFlavourEvenOddRatioPseudoFermionAction<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::TwoFlavourEvenOddRatioPseudoFermionAction(Grid::FermionOperator<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >&, Grid::FermionOperator<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >&, Grid::OperatorFunction<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > >&, Grid::OperatorFunction<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > >&, Grid::OperatorFunction<Grid::Lattice<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> > > >&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/pseudofermion/TwoFlavourEvenOddRatio.h} {60}]",4,1.8995702629330884e-05,36,,0.0,0.1
6b1bb8,"Grid::CayleyFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::SetCoefficientsInternal(double, std::vector<double, Grid::uvmAllocator<double> >&, double, double) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/CayleyFermion5DImplementation.h} {411}]",5,1.4653827742626683e-05,28,,0.0,0.1
6b1bb8,"Grid::CayleyFermion5D<Grid::XconjugateWilsonImpl<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, Grid::FundamentalRep<3>, Grid::CoeffReal> >::SetCoefficientsInternal(double, std::vector<double, Grid::uvmAllocator<double> >&, double, double) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/action/fermion/implementation/CayleyFermion5DImplementation.h} {411}]",5,1.3025624660112607e-05,25,,0.0,0.1
