call_stack,all_func_names,num_calls,severity,exclusive_runtimes,TotalRuntimeSum(AllFunc),severity_trunc,sev_bin_upper_bound
c2eb5d,"Grid::GlobalSharedMemory::GetShmDims(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {175}]",2,1.4744847781563926e-06,6,,0.0,0.1
c2eb5d,"Grid::GlobalSharedMemory::GetShmDims(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {175}]",2,5.897939112625571e-07,3,,0.0,0.1
b65981,hipMemset,1,0.0032061197016232603,10873,,0.0,0.1
797ed4,Grid::GlobalSharedMemory::Init(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {46}],1,0.00022589106801355937,767,,0.0,0.1
eab92e,"pugi::impl::(anonymous namespace)::guess_buffer_encoding(unsigned char const*, unsigned long) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {1981}]",1,4.128557378837899e-06,15,,0.0,0.1
1ffd9d,"Grid::Grid_init(int*, char***) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/util/Init.cc} {289}]",1,1.0,3391016,,1.0,1.0
4ebf34,"pugi::impl::(anonymous namespace)::xml_parser::parse_tree(char*, pugi::xml_node_struct*, unsigned int, char) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {3251}]",1,1.7104023426614155e-05,59,,0.0,0.1
3fee15,"Grid::GridParseLayout(char**, int, Grid::AcceleratorVector<int, 8>&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/util/Init.cc} {178}]",1,0.00143467368914617,4866,,0.0,0.1
19cdc2,pugi::xml_document::_destroy() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {6932}],1,8.846908668938356e-07,4,,0.0,0.1
89e7ba,pugi::xml_document::_destroy() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/pugixml/pugixml.cc} {6932}],1,2.9489695563127856e-07,2,,0.0,0.1
50c92a,"void EOFAparameters::read<Grid::XmlReader>(Grid::Reader<Grid::XmlReader>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, EOFAparameters&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/HMC/Mobius2p1fIwasakiXconj3dirs_16I.cc} {70}]",1,2.654072600681507e-06,10,,0.0,0.1
53bf41,Grid::GridSerialRNG::GridSerialRNG() [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/lattice/Lattice_rng.h} {243}],1,1.7693817337876713e-06,7,,0.0,0.1
628b34,"Grid::GlobalSharedMemory::OptimalCommunicatorSharedMemory(Grid::AcceleratorVector<int, 8> const&, int&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {345}]",2,4.423454334469178e-06,16,,0.0,0.1
628b34,"Grid::GlobalSharedMemory::OptimalCommunicatorSharedMemory(Grid::AcceleratorVector<int, 8> const&, int&, Grid::AcceleratorVector<int, 8>&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {345}]",2,1.7693817337876713e-06,7,,0.0,0.1
d1e02a,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,2.3001962539239725e-05,79,,0.0,0.1
b53f5c,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,5.013248245731735e-06,18,,0.0,0.1
211647,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,5.8979391126255706e-06,21,,0.0,0.1
bf555e,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,5.603042156994293e-06,20,,0.0,0.1
d1e02a,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,4.423454334469178e-06,16,,0.0,0.1
b53f5c,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,5.8979391126255706e-06,21,,0.0,0.1
211647,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,8.846908668938356e-06,31,,0.0,0.1
70e414,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",1,8.846908668938356e-06,31,,0.0,0.1
bf555e,"Grid::CartesianCommunicator::InitFromMPICommunicator(Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {208}]",2,8.846908668938356e-06,31,,0.0,0.1
e292dc,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,4.718351290100457e-06,17,,0.0,0.1
4c50a1,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,3.243866511944064e-06,12,,0.0,0.1
4ef91d,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,4.423454334469178e-06,16,,0.0,0.1
eaee52,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,2.3591756450502285e-06,9,,0.0,0.1
e292dc,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,2.9489695563127853e-06,11,,0.0,0.1
8370f4,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],1,3.243866511944064e-06,12,,0.0,0.1
4c50a1,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,3.5387634675753425e-06,13,,0.0,0.1
4ef91d,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,3.5387634675753425e-06,13,,0.0,0.1
eaee52,Grid::SharedMemory::SetCommunicator(int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/SharedMemoryMPI.cc} {848}],2,3.5387634675753425e-06,13,,0.0,0.1
dbce79,"Grid::GridCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_full.h} {93}]",1,1.4744847781563926e-06,6,,0.0,0.1
f10226,"Grid::GridCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_full.h} {93}]",1,2.9489695563127856e-07,2,,0.0,0.1
cafd94,"Grid::GridCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_full.h} {93}]",1,2.9489695563127856e-07,2,,0.0,0.1
87e061,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",2,3.243866511944064e-06,12,,0.0,0.1
a60b9f,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",1,2.0642786894189497e-06,8,,0.0,0.1
d3ba9d,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",1,2.0642786894189497e-06,8,,0.0,0.1
d1d8ce,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",2,1.7693817337876713e-06,7,,0.0,0.1
87e061,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",2,1.7693817337876713e-06,7,,0.0,0.1
d1d8ce,"Grid::CartesianCommunicator::CartesianCommunicator(Grid::AcceleratorVector<int, 8> const&, Grid::CartesianCommunicator const&, int&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/communicator/Communicator_mpi3.cc} {121}]",2,1.1795878225251142e-06,5,,0.0,0.1
2176b4,"Grid::GridRedBlackCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_red_black.h} {153}]",2,0.00035092737720122144,1191,,0.0,0.1
2371fc,"Grid::GridRedBlackCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_red_black.h} {153}]",1,2.005299298292694e-05,69,,0.0,0.1
2176b4,"Grid::GridRedBlackCartesian::Init(Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, Grid::AcceleratorVector<int, 8> const&, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/cartesian/Cartesian_red_black.h} {153}]",2,0.00018047693684634247,613,,0.0,0.1
4df91a,"Grid::SpaceTimeGrid::makeFiveDimGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {49}]",2,1.7693817337876713e-06,7,,0.0,0.1
f333ab,"Grid::SpaceTimeGrid::makeFiveDimGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {49}]",2,8.846908668938356e-07,4,,0.0,0.1
4df91a,"Grid::SpaceTimeGrid::makeFiveDimGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {49}]",2,5.897939112625571e-07,3,,0.0,0.1
f333ab,"Grid::SpaceTimeGrid::makeFiveDimGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {49}]",2,5.897939112625571e-07,3,,0.0,0.1
fcccfb,MPI_Finalized(),1,8.846908668938356e-07,4,,0.0,0.1
46c465,"Grid::SpaceTimeGrid::makeFiveDimRedBlackGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {66}]",2,5.013248245731735e-06,18,,0.0,0.1
46c465,"Grid::SpaceTimeGrid::makeFiveDimRedBlackGrid(int, Grid::GridCartesian const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/qcd/utils/SpaceTimeGrid.cc} {66}]",2,2.654072600681507e-06,10,,0.0,0.1
e8d26c,"Grid::alignedAllocator<Grid::iVector<Grid::iScalar<Grid::iMatrix<Grid::Grid_simd<thrust::complex<float>, Grid::GpuVector<8, Grid::GpuComplex<HIP_vector_type<float, 2u> > > >, 3> >, 4> >::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",1,2.9489695563127853e-06,11,,0.0,0.1
b6bdd7,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::DirichletBlock(Grid::AcceleratorVector<int, 8> const&) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {630}]",2,8.846908668938356e-07,4,,0.0,0.1
541d2a,"Grid::alignedAllocator<Grid::StencilEntry>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",10,5.603042156994293e-06,20,,0.0,0.1
541d2a,"Grid::alignedAllocator<Grid::StencilEntry>::allocate(unsigned long, void const*) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/allocator/AlignedAllocator.h} {52}]",10,3.243866511944064e-06,12,,0.0,0.1
359fd9,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CopyPlane(int, int, int, int, int, int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {920}]",28,0.0004797973468120902,1628,,0.0,0.1
359fd9,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CopyPlane(int, int, int, int, int, int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {920}]",28,0.0004671167777199452,1585,,0.0,0.1
359fd9,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CopyPlane(int, int, int, int, int, int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {920}]",28,0.0004688861594537329,1591,,0.0,0.1
359fd9,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::CopyPlane(int, int, int, int, int, int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {920}]",28,0.00046387291120800114,1574,,0.0,0.1
28cd3e,"Grid::CartesianStencil<Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 4> >, Grid::iScalar<Grid::iVector<Grid::iVector<Grid::Grid_simd<thrust::complex<double>, Grid::GpuVector<4, Grid::GpuComplex<HIP_vector_type<double, 2u> > > >, 3>, 2> >, Grid::XconjWilsonImplParams>::Local(int, int, int, int) [{/autofs/nccs-svm1_home1/ckelly/src/Grid_crusher_Xconj/Grid/Grid/stencil/Stencil.h} {781}]",9,1.2680569092144978e-05,44,,0.0,0.1
